iso3,name,year,disease_short,disease_description,cases
LUX,Luxembourg,1983,pertussis,Pertussis,20
LUX,Luxembourg,1983,poliomyelitis,Poliomyelitis,0
LUX,Luxembourg,1983,ttetanus,Total tetanus,3
LUX,Luxembourg,1983,yfever,Yellow fever,
LUX,Luxembourg,1982,diphtheria,Diphtheria,0
LUX,Luxembourg,1982,measles,Measles,243
LUX,Luxembourg,1982,ntetanus,Neonatal tetanus,0
LUX,Luxembourg,1982,pertussis,Pertussis,21
LUX,Luxembourg,1982,poliomyelitis,Poliomyelitis,0
LUX,Luxembourg,1982,ttetanus,Total tetanus,0
LUX,Luxembourg,1982,yfever,Yellow fever,
LUX,Luxembourg,1981,diphtheria,Diphtheria,1
LUX,Luxembourg,1981,measles,Measles,214
LUX,Luxembourg,1981,ntetanus,Neonatal tetanus,0
LUX,Luxembourg,1981,pertussis,Pertussis,16
LUX,Luxembourg,1981,poliomyelitis,Poliomyelitis,0
LUX,Luxembourg,1981,ttetanus,Total tetanus,1
LUX,Luxembourg,1981,yfever,Yellow fever,
LUX,Luxembourg,1980,diphtheria,Diphtheria,0
LUX,Luxembourg,1980,measles,Measles,63
LUX,Luxembourg,1980,ntetanus,Neonatal tetanus,0
LUX,Luxembourg,1980,pertussis,Pertussis,46
LUX,Luxembourg,1980,poliomyelitis,Poliomyelitis,0
LUX,Luxembourg,1980,ttetanus,Total tetanus,0
LUX,Luxembourg,1980,yfever,Yellow fever,
LVA,Latvia,2023,crs,Congenital rubella syndrome,0
LVA,Latvia,2023,diphtheria,Diphtheria,3
LVA,Latvia,2023,invasive_mening,Invasive meningococcal disease,8
LVA,Latvia,2023,measles,Measles,1
LVA,Latvia,2023,mumps,Mumps,3
LVA,Latvia,2023,ntetanus,Neonatal tetanus,0
LVA,Latvia,2023,pertussis,Pertussis,111
LVA,Latvia,2023,poliomyelitis,Poliomyelitis,
LVA,Latvia,2023,rubella,Rubella,0
LVA,Latvia,2023,ttetanus,Total tetanus,0
LVA,Latvia,2023,typhoid,Typhoid,
LVA,Latvia,2023,yfever,Yellow fever,
LVA,Latvia,2022,crs,Congenital rubella syndrome,0
LVA,Latvia,2022,diphtheria,Diphtheria,0
LVA,Latvia,2022,invasive_mening,Invasive meningococcal disease,5
LVA,Latvia,2022,measles,Measles,0
LVA,Latvia,2022,mumps,Mumps,2
LVA,Latvia,2022,ntetanus,Neonatal tetanus,0
LVA,Latvia,2022,pertussis,Pertussis,46
LVA,Latvia,2022,poliomyelitis,Poliomyelitis,
LVA,Latvia,2022,rubella,Rubella,1
LVA,Latvia,2022,ttetanus,Total tetanus,0
LVA,Latvia,2022,typhoid,Typhoid,1
LVA,Latvia,2022,yfever,Yellow fever,0
LVA,Latvia,2021,crs,Congenital rubella syndrome,0
LVA,Latvia,2021,diphtheria,Diphtheria,0
LVA,Latvia,2021,invasive_mening,Invasive meningococcal disease,5
LVA,Latvia,2021,japenc,Japanese encephalitis,0
LVA,Latvia,2021,measles,Measles,0
LVA,Latvia,2021,mumps,Mumps,2
LVA,Latvia,2021,ntetanus,Neonatal tetanus,0
LVA,Latvia,2021,pertussis,Pertussis,9
LVA,Latvia,2021,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2021,rubella,Rubella,0
LVA,Latvia,2021,ttetanus,Total tetanus,0
LVA,Latvia,2021,typhoid,Typhoid,0
LVA,Latvia,2021,yfever,Yellow fever,0
LVA,Latvia,2020,crs,Congenital rubella syndrome,0
LVA,Latvia,2020,diphtheria,Diphtheria,0
LVA,Latvia,2020,invasive_mening,Invasive meningococcal disease,6
LVA,Latvia,2020,japenc,Japanese encephalitis,0
LVA,Latvia,2020,measles,Measles,0
LVA,Latvia,2020,mumps,Mumps,5
LVA,Latvia,2020,ntetanus,Neonatal tetanus,0
LVA,Latvia,2020,pertussis,Pertussis,341
LVA,Latvia,2020,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2020,rubella,Rubella,0
LVA,Latvia,2020,ttetanus,Total tetanus,0
LVA,Latvia,2020,typhoid,Typhoid,0
LVA,Latvia,2020,yfever,Yellow fever,0
LVA,Latvia,2019,crs,Congenital rubella syndrome,0
LVA,Latvia,2019,diphtheria,Diphtheria,2
LVA,Latvia,2019,japenc,Japanese encephalitis,0
LVA,Latvia,2019,measles,Measles,3
LVA,Latvia,2019,mumps,Mumps,6
LVA,Latvia,2019,ntetanus,Neonatal tetanus,0
LVA,Latvia,2019,pertussis,Pertussis,720
LVA,Latvia,2019,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2019,rubella,Rubella,3
LVA,Latvia,2019,ttetanus,Total tetanus,0
LVA,Latvia,2019,typhoid,Typhoid,6
LVA,Latvia,2019,yfever,Yellow fever,0
LVA,Latvia,2018,crs,Congenital rubella syndrome,0
LVA,Latvia,2018,diphtheria,Diphtheria,3
LVA,Latvia,2018,japenc,Japanese encephalitis,
LVA,Latvia,2018,measles,Measles,25
LVA,Latvia,2018,mumps,Mumps,2
LVA,Latvia,2018,ntetanus,Neonatal tetanus,
LVA,Latvia,2018,pertussis,Pertussis,159
LVA,Latvia,2018,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2018,rubella,Rubella,3
LVA,Latvia,2018,ttetanus,Total tetanus,
LVA,Latvia,2018,typhoid,Typhoid,0
LVA,Latvia,2018,yfever,Yellow fever,0
LVA,Latvia,2017,crs,Congenital rubella syndrome,0
LVA,Latvia,2017,diphtheria,Diphtheria,3
LVA,Latvia,2017,japenc,Japanese encephalitis,
LVA,Latvia,2017,measles,Measles,0
LVA,Latvia,2017,mumps,Mumps,4
LVA,Latvia,2017,ntetanus,Neonatal tetanus,
LVA,Latvia,2017,pertussis,Pertussis,95
LVA,Latvia,2017,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2017,rubella,Rubella,0
LVA,Latvia,2017,ttetanus,Total tetanus,
LVA,Latvia,2017,yfever,Yellow fever,
LVA,Latvia,2016,crs,Congenital rubella syndrome,0
LVA,Latvia,2016,diphtheria,Diphtheria,6
LVA,Latvia,2016,japenc,Japanese encephalitis,0
LVA,Latvia,2016,measles,Measles,0
LVA,Latvia,2016,mumps,Mumps,6
LVA,Latvia,2016,ntetanus,Neonatal tetanus,0
LVA,Latvia,2016,pertussis,Pertussis,250
LVA,Latvia,2016,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2016,rubella,Rubella,0
LVA,Latvia,2016,ttetanus,Total tetanus,0
LVA,Latvia,2016,yfever,Yellow fever,0
LVA,Latvia,2015,crs,Congenital rubella syndrome,0
LVA,Latvia,2015,diphtheria,Diphtheria,10
LVA,Latvia,2015,japenc,Japanese encephalitis,0
LVA,Latvia,2015,measles,Measles,0
LVA,Latvia,2015,mumps,Mumps,21
LVA,Latvia,2015,ntetanus,Neonatal tetanus,0
LVA,Latvia,2015,pertussis,Pertussis,210
LVA,Latvia,2015,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2015,rubella,Rubella,0
LVA,Latvia,2015,ttetanus,Total tetanus,0
LVA,Latvia,2015,yfever,Yellow fever,0
LVA,Latvia,2014,crs,Congenital rubella syndrome,0
LVA,Latvia,2014,diphtheria,Diphtheria,13
LVA,Latvia,2014,japenc,Japanese encephalitis,
LVA,Latvia,2014,measles,Measles,36
LVA,Latvia,2014,mumps,Mumps,11
LVA,Latvia,2014,ntetanus,Neonatal tetanus,0
LVA,Latvia,2014,pertussis,Pertussis,81
LVA,Latvia,2014,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2014,rubella,Rubella,1
LVA,Latvia,2014,ttetanus,Total tetanus,0
LVA,Latvia,2014,yfever,Yellow fever,
LVA,Latvia,2013,crs,Congenital rubella syndrome,0
LVA,Latvia,2013,diphtheria,Diphtheria,14
LVA,Latvia,2013,japenc,Japanese encephalitis,0
LVA,Latvia,2013,measles,Measles,0
LVA,Latvia,2013,mumps,Mumps,15
LVA,Latvia,2013,ntetanus,Neonatal tetanus,0
LVA,Latvia,2013,pertussis,Pertussis,201
LVA,Latvia,2013,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2013,rubella,Rubella,0
LVA,Latvia,2013,ttetanus,Total tetanus,0
LVA,Latvia,2013,yfever,Yellow fever,0
LVA,Latvia,2012,crs,Congenital rubella syndrome,0
LVA,Latvia,2012,diphtheria,Diphtheria,8
LVA,Latvia,2012,japenc,Japanese encephalitis,0
LVA,Latvia,2012,measles,Measles,3
LVA,Latvia,2012,mumps,Mumps,41
LVA,Latvia,2012,ntetanus,Neonatal tetanus,0
LVA,Latvia,2012,pertussis,Pertussis,257
LVA,Latvia,2012,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2012,rubella,Rubella,8
LVA,Latvia,2012,ttetanus,Total tetanus,0
LVA,Latvia,2012,yfever,Yellow fever,0
LVA,Latvia,2011,crs,Congenital rubella syndrome,0
LVA,Latvia,2011,diphtheria,Diphtheria,6
LVA,Latvia,2011,japenc,Japanese encephalitis,0
LVA,Latvia,2011,measles,Measles,1
LVA,Latvia,2011,mumps,Mumps,10
LVA,Latvia,2011,ntetanus,Neonatal tetanus,0
LVA,Latvia,2011,pertussis,Pertussis,10
LVA,Latvia,2011,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2011,rubella,Rubella,2
LVA,Latvia,2011,ttetanus,Total tetanus,0
LVA,Latvia,2011,yfever,Yellow fever,0
LVA,Latvia,2010,crs,Congenital rubella syndrome,0
LVA,Latvia,2010,diphtheria,Diphtheria,2
LVA,Latvia,2010,japenc,Japanese encephalitis,0
LVA,Latvia,2010,measles,Measles,0
LVA,Latvia,2010,mumps,Mumps,3
LVA,Latvia,2010,ntetanus,Neonatal tetanus,0
LVA,Latvia,2010,pertussis,Pertussis,9
LVA,Latvia,2010,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2010,rubella,Rubella,0
LVA,Latvia,2010,ttetanus,Total tetanus,0
LVA,Latvia,2010,yfever,Yellow fever,0
LVA,Latvia,2009,crs,Congenital rubella syndrome,0
LVA,Latvia,2009,diphtheria,Diphtheria,6
LVA,Latvia,2009,japenc,Japanese encephalitis,0
LVA,Latvia,2009,measles,Measles,0
LVA,Latvia,2009,mumps,Mumps,1
LVA,Latvia,2009,ntetanus,Neonatal tetanus,0
LVA,Latvia,2009,pertussis,Pertussis,9
LVA,Latvia,2009,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2009,rubella,Rubella,7
LVA,Latvia,2009,ttetanus,Total tetanus,0
LVA,Latvia,2009,yfever,Yellow fever,0
LVA,Latvia,2008,crs,Congenital rubella syndrome,0
LVA,Latvia,2008,diphtheria,Diphtheria,28
LVA,Latvia,2008,japenc,Japanese encephalitis,0
LVA,Latvia,2008,measles,Measles,3
LVA,Latvia,2008,mumps,Mumps,6
LVA,Latvia,2008,ntetanus,Neonatal tetanus,0
LVA,Latvia,2008,pertussis,Pertussis,14
LVA,Latvia,2008,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2008,rubella,Rubella,9
LVA,Latvia,2008,ttetanus,Total tetanus,0
LVA,Latvia,2008,yfever,Yellow fever,0
LVA,Latvia,2007,crs,Congenital rubella syndrome,0
LVA,Latvia,2007,diphtheria,Diphtheria,18
LVA,Latvia,2007,japenc,Japanese encephalitis,0
LVA,Latvia,2007,measles,Measles,0
LVA,Latvia,2007,mumps,Mumps,4
LVA,Latvia,2007,ntetanus,Neonatal tetanus,0
LVA,Latvia,2007,pertussis,Pertussis,27
LVA,Latvia,2007,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2007,rubella,Rubella,7
LVA,Latvia,2007,ttetanus,Total tetanus,1
LVA,Latvia,2007,yfever,Yellow fever,0
LVA,Latvia,2006,crs,Congenital rubella syndrome,0
LVA,Latvia,2006,diphtheria,Diphtheria,32
LVA,Latvia,2006,japenc,Japanese encephalitis,0
LVA,Latvia,2006,measles,Measles,7
LVA,Latvia,2006,mumps,Mumps,6
LVA,Latvia,2006,ntetanus,Neonatal tetanus,0
LVA,Latvia,2006,pertussis,Pertussis,29
LVA,Latvia,2006,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2006,rubella,Rubella,12
LVA,Latvia,2006,ttetanus,Total tetanus,0
LVA,Latvia,2006,yfever,Yellow fever,0
LVA,Latvia,2005,crs,Congenital rubella syndrome,0
LVA,Latvia,2005,diphtheria,Diphtheria,20
LVA,Latvia,2005,measles,Measles,2
LVA,Latvia,2005,mumps,Mumps,37
LVA,Latvia,2005,ntetanus,Neonatal tetanus,0
LVA,Latvia,2005,pertussis,Pertussis,25
LVA,Latvia,2005,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2005,rubella,Rubella,35
LVA,Latvia,2005,ttetanus,Total tetanus,0
LVA,Latvia,2005,yfever,Yellow fever,0
LVA,Latvia,2004,crs,Congenital rubella syndrome,0
LVA,Latvia,2004,diphtheria,Diphtheria,20
LVA,Latvia,2004,measles,Measles,0
LVA,Latvia,2004,mumps,Mumps,72
LVA,Latvia,2004,ntetanus,Neonatal tetanus,0
LVA,Latvia,2004,pertussis,Pertussis,39
LVA,Latvia,2004,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2004,rubella,Rubella,52
LVA,Latvia,2004,ttetanus,Total tetanus,1
LVA,Latvia,2004,yfever,Yellow fever,0
LVA,Latvia,2003,crs,Congenital rubella syndrome,
LVA,Latvia,2003,diphtheria,Diphtheria,26
LVA,Latvia,2003,measles,Measles,
LVA,Latvia,2003,mumps,Mumps,
LVA,Latvia,2003,ntetanus,Neonatal tetanus,
LVA,Latvia,2003,pertussis,Pertussis,99
LVA,Latvia,2003,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2003,rubella,Rubella,309
LVA,Latvia,2003,ttetanus,Total tetanus,
LVA,Latvia,2003,yfever,Yellow fever,
LVA,Latvia,2002,crs,Congenital rubella syndrome,0
LVA,Latvia,2002,diphtheria,Diphtheria,45
LVA,Latvia,2002,measles,Measles,
LVA,Latvia,2002,mumps,Mumps,231
LVA,Latvia,2002,ntetanus,Neonatal tetanus,
LVA,Latvia,2002,pertussis,Pertussis,159
LVA,Latvia,2002,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2002,rubella,Rubella,2578
LVA,Latvia,2002,ttetanus,Total tetanus,
LVA,Latvia,2002,yfever,Yellow fever,0
LVA,Latvia,2001,crs,Congenital rubella syndrome,0
LVA,Latvia,2001,diphtheria,Diphtheria,91
LVA,Latvia,2001,measles,Measles,1
LVA,Latvia,2001,mumps,Mumps,6834
LVA,Latvia,2001,ntetanus,Neonatal tetanus,0
LVA,Latvia,2001,pertussis,Pertussis,160
LVA,Latvia,2001,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2001,rubella,Rubella,358
LVA,Latvia,2001,ttetanus,Total tetanus,1
LVA,Latvia,2001,yfever,Yellow fever,0
LVA,Latvia,2000,crs,Congenital rubella syndrome,0
LVA,Latvia,2000,diphtheria,Diphtheria,264
LVA,Latvia,2000,measles,Measles,0
LVA,Latvia,2000,mumps,Mumps,1949
LVA,Latvia,2000,ntetanus,Neonatal tetanus,
LVA,Latvia,2000,pertussis,Pertussis,135
LVA,Latvia,2000,poliomyelitis,Poliomyelitis,0
LVA,Latvia,2000,rubella,Rubella,62
LVA,Latvia,2000,ttetanus,Total tetanus,2
LVA,Latvia,1999,crs,Congenital rubella syndrome,0
LVA,Latvia,1999,diphtheria,Diphtheria,81
LVA,Latvia,1999,measles,Measles,0
LVA,Latvia,1999,mumps,Mumps,41
LVA,Latvia,1999,ntetanus,Neonatal tetanus,
LVA,Latvia,1999,pertussis,Pertussis,55
LVA,Latvia,1999,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1999,rubella,Rubella,91
LVA,Latvia,1999,ttetanus,Total tetanus,3
LVA,Latvia,1999,yfever,Yellow fever,
LVA,Latvia,1998,diphtheria,Diphtheria,67
LVA,Latvia,1998,measles,Measles,3
LVA,Latvia,1998,ntetanus,Neonatal tetanus,0
LVA,Latvia,1998,pertussis,Pertussis,149
LVA,Latvia,1998,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1998,ttetanus,Total tetanus,1
LVA,Latvia,1998,yfever,Yellow fever,
LVA,Latvia,1997,diphtheria,Diphtheria,42
LVA,Latvia,1997,measles,Measles,4
LVA,Latvia,1997,ntetanus,Neonatal tetanus,0
LVA,Latvia,1997,pertussis,Pertussis,152
LVA,Latvia,1997,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1997,ttetanus,Total tetanus,3
LVA,Latvia,1997,yfever,Yellow fever,
LVA,Latvia,1996,diphtheria,Diphtheria,112
LVA,Latvia,1996,measles,Measles,3
LVA,Latvia,1996,ntetanus,Neonatal tetanus,0
LVA,Latvia,1996,pertussis,Pertussis,39
LVA,Latvia,1996,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1996,ttetanus,Total tetanus,4
LVA,Latvia,1996,yfever,Yellow fever,
LVA,Latvia,1995,diphtheria,Diphtheria,369
LVA,Latvia,1995,measles,Measles,2
LVA,Latvia,1995,ntetanus,Neonatal tetanus,0
LVA,Latvia,1995,pertussis,Pertussis,58
LVA,Latvia,1995,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1995,ttetanus,Total tetanus,0
LVA,Latvia,1995,yfever,Yellow fever,
LVA,Latvia,1994,diphtheria,Diphtheria,250
LVA,Latvia,1994,measles,Measles,10
LVA,Latvia,1994,ntetanus,Neonatal tetanus,0
LVA,Latvia,1994,pertussis,Pertussis,137
LVA,Latvia,1994,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1994,ttetanus,Total tetanus,2
LVA,Latvia,1994,yfever,Yellow fever,
LVA,Latvia,1993,diphtheria,Diphtheria,12
LVA,Latvia,1993,measles,Measles,54
LVA,Latvia,1993,ntetanus,Neonatal tetanus,0
LVA,Latvia,1993,pertussis,Pertussis,115
LVA,Latvia,1993,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1993,ttetanus,Total tetanus,1
LVA,Latvia,1993,yfever,Yellow fever,
LVA,Latvia,1992,diphtheria,Diphtheria,8
LVA,Latvia,1992,measles,Measles,248
LVA,Latvia,1992,ntetanus,Neonatal tetanus,0
LVA,Latvia,1992,pertussis,Pertussis,106
LVA,Latvia,1992,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1992,ttetanus,Total tetanus,2
LVA,Latvia,1992,yfever,Yellow fever,
LVA,Latvia,1991,diphtheria,Diphtheria,5
LVA,Latvia,1991,measles,Measles,6
LVA,Latvia,1991,ntetanus,Neonatal tetanus,0
LVA,Latvia,1991,pertussis,Pertussis,208
LVA,Latvia,1991,poliomyelitis,Poliomyelitis,0
LVA,Latvia,1991,ttetanus,Total tetanus,6
LVA,Latvia,1991,yfever,Yellow fever,
LVA,Latvia,1990,diphtheria,Diphtheria,3
LVA,Latvia,1990,measles,Measles,21
LVA,Latvia,1990,ntetanus,Neonatal tetanus,
LVA,Latvia,1990,pertussis,Pertussis,129
LVA,Latvia,1990,poliomyelitis,Poliomyelitis,
LVA,Latvia,1990,ttetanus,Total tetanus,
LVA,Latvia,1990,yfever,Yellow fever,
LVA,Latvia,1989,diphtheria,Diphtheria,
LVA,Latvia,1989,measles,Measles,
LVA,Latvia,1989,ntetanus,Neonatal tetanus,
LVA,Latvia,1989,pertussis,Pertussis,
LVA,Latvia,1989,poliomyelitis,Poliomyelitis,
LVA,Latvia,1989,ttetanus,Total tetanus,
LVA,Latvia,1989,yfever,Yellow fever,
LVA,Latvia,1988,diphtheria,Diphtheria,
LVA,Latvia,1988,measles,Measles,
LVA,Latvia,1988,ntetanus,Neonatal tetanus,
LVA,Latvia,1988,pertussis,Pertussis,
LVA,Latvia,1988,poliomyelitis,Poliomyelitis,
LVA,Latvia,1988,ttetanus,Total tetanus,
LVA,Latvia,1988,yfever,Yellow fever,
LVA,Latvia,1987,diphtheria,Diphtheria,
LVA,Latvia,1987,measles,Measles,
LVA,Latvia,1987,ntetanus,Neonatal tetanus,
LVA,Latvia,1987,pertussis,Pertussis,
LVA,Latvia,1987,poliomyelitis,Poliomyelitis,
LVA,Latvia,1987,ttetanus,Total tetanus,
LVA,Latvia,1987,yfever,Yellow fever,
LVA,Latvia,1986,diphtheria,Diphtheria,
LVA,Latvia,1986,measles,Measles,
LVA,Latvia,1986,ntetanus,Neonatal tetanus,
LVA,Latvia,1986,pertussis,Pertussis,
LVA,Latvia,1986,poliomyelitis,Poliomyelitis,
LVA,Latvia,1986,ttetanus,Total tetanus,
LVA,Latvia,1986,yfever,Yellow fever,
LVA,Latvia,1985,diphtheria,Diphtheria,
LVA,Latvia,1985,measles,Measles,
LVA,Latvia,1985,ntetanus,Neonatal tetanus,
LVA,Latvia,1985,pertussis,Pertussis,
LVA,Latvia,1985,poliomyelitis,Poliomyelitis,
LVA,Latvia,1985,ttetanus,Total tetanus,
LVA,Latvia,1985,yfever,Yellow fever,
LVA,Latvia,1984,diphtheria,Diphtheria,
LVA,Latvia,1984,measles,Measles,
LVA,Latvia,1984,ntetanus,Neonatal tetanus,
LVA,Latvia,1984,pertussis,Pertussis,
LVA,Latvia,1984,poliomyelitis,Poliomyelitis,
LVA,Latvia,1984,ttetanus,Total tetanus,
LVA,Latvia,1984,yfever,Yellow fever,
LVA,Latvia,1983,diphtheria,Diphtheria,
LVA,Latvia,1983,measles,Measles,
LVA,Latvia,1983,ntetanus,Neonatal tetanus,
LVA,Latvia,1983,pertussis,Pertussis,
LVA,Latvia,1983,poliomyelitis,Poliomyelitis,
LVA,Latvia,1983,ttetanus,Total tetanus,
LVA,Latvia,1983,yfever,Yellow fever,
LVA,Latvia,1982,diphtheria,Diphtheria,
LVA,Latvia,1982,measles,Measles,
LVA,Latvia,1982,ntetanus,Neonatal tetanus,
LVA,Latvia,1982,pertussis,Pertussis,
LVA,Latvia,1982,poliomyelitis,Poliomyelitis,
LVA,Latvia,1982,ttetanus,Total tetanus,
LVA,Latvia,1982,yfever,Yellow fever,
LVA,Latvia,1981,diphtheria,Diphtheria,
LVA,Latvia,1981,measles,Measles,
LVA,Latvia,1981,ntetanus,Neonatal tetanus,
LVA,Latvia,1981,pertussis,Pertussis,
LVA,Latvia,1981,poliomyelitis,Poliomyelitis,
LVA,Latvia,1981,ttetanus,Total tetanus,
LVA,Latvia,1981,yfever,Yellow fever,
LVA,Latvia,1980,diphtheria,Diphtheria,
LVA,Latvia,1980,measles,Measles,
LVA,Latvia,1980,ntetanus,Neonatal tetanus,
LVA,Latvia,1980,pertussis,Pertussis,
LVA,Latvia,1980,poliomyelitis,Poliomyelitis,
LVA,Latvia,1980,ttetanus,Total tetanus,
LVA,Latvia,1980,yfever,Yellow fever,
MAC,"China, Macao SAR",2023,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2023,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2023,invasive_mening,Invasive meningococcal disease,0
MAC,"China, Macao SAR",2023,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2023,measles,Measles,0
MAC,"China, Macao SAR",2023,mumps,Mumps,35
MAC,"China, Macao SAR",2023,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2023,pertussis,Pertussis,1
MAC,"China, Macao SAR",2023,rubella,Rubella,0
MAC,"China, Macao SAR",2023,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2023,typhoid,Typhoid,0
MAC,"China, Macao SAR",2023,yfever,Yellow fever,0
MAC,"China, Macao SAR",2022,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2022,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2022,invasive_mening,Invasive meningococcal disease,0
MAC,"China, Macao SAR",2022,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2022,measles,Measles,0
MAC,"China, Macao SAR",2022,mumps,Mumps,39
MAC,"China, Macao SAR",2022,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2022,pertussis,Pertussis,0
MAC,"China, Macao SAR",2022,rubella,Rubella,0
MAC,"China, Macao SAR",2022,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2022,typhoid,Typhoid,0
MAC,"China, Macao SAR",2022,yfever,Yellow fever,0
MAC,"China, Macao SAR",2021,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2021,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2021,invasive_mening,Invasive meningococcal disease,0
MAC,"China, Macao SAR",2021,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2021,measles,Measles,0
MAC,"China, Macao SAR",2021,mumps,Mumps,48
MAC,"China, Macao SAR",2021,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2021,pertussis,Pertussis,0
MAC,"China, Macao SAR",2021,rubella,Rubella,0
MAC,"China, Macao SAR",2021,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2021,typhoid,Typhoid,0
MAC,"China, Macao SAR",2021,yfever,Yellow fever,0
MAC,"China, Macao SAR",2020,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2020,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2020,invasive_mening,Invasive meningococcal disease,0
MAC,"China, Macao SAR",2020,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2020,measles,Measles,0
MAC,"China, Macao SAR",2020,mumps,Mumps,55
MAC,"China, Macao SAR",2020,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2020,pertussis,Pertussis,1
MAC,"China, Macao SAR",2020,poliomyelitis,Poliomyelitis,0
MAC,"China, Macao SAR",2020,rubella,Rubella,4
MAC,"China, Macao SAR",2020,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2020,typhoid,Typhoid,0
MAC,"China, Macao SAR",2020,yfever,Yellow fever,0
MAC,"China, Macao SAR",2019,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2019,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2019,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2019,measles,Measles,37
MAC,"China, Macao SAR",2019,mumps,Mumps,94
MAC,"China, Macao SAR",2019,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2019,pertussis,Pertussis,3
MAC,"China, Macao SAR",2019,rubella,Rubella,79
MAC,"China, Macao SAR",2019,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2019,typhoid,Typhoid,1
MAC,"China, Macao SAR",2019,yfever,Yellow fever,0
MAC,"China, Macao SAR",2018,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2018,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2018,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2018,measles,Measles,3
MAC,"China, Macao SAR",2018,mumps,Mumps,97
MAC,"China, Macao SAR",2018,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2018,pertussis,Pertussis,5
MAC,"China, Macao SAR",2018,rubella,Rubella,1
MAC,"China, Macao SAR",2018,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2018,typhoid,Typhoid,0
MAC,"China, Macao SAR",2018,yfever,Yellow fever,0
MAC,"China, Macao SAR",2017,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2017,diphtheria,Diphtheria,0
MAC,"China, Macao SAR",2017,japenc,Japanese encephalitis,0
MAC,"China, Macao SAR",2017,measles,Measles,2
MAC,"China, Macao SAR",2017,mumps,Mumps,79
MAC,"China, Macao SAR",2017,ntetanus,Neonatal tetanus,0
MAC,"China, Macao SAR",2017,pertussis,Pertussis,1
MAC,"China, Macao SAR",2017,rubella,Rubella,0
MAC,"China, Macao SAR",2017,ttetanus,Total tetanus,0
MAC,"China, Macao SAR",2017,yfever,Yellow fever,0
MAC,"China, Macao SAR",2016,crs,Congenital rubella syndrome,0
MAC,"China, Macao SAR",2016,diphtheria,Diphtheria,0
