age,status,value,iso,disease,R0,prop
35,Susceptible,26225,PSE,measles,15,0.199907002271584
35,Vaccine and exposure protected,1846,PSE,measles,15,0.0140716234964097
35,Vaccine protected,94391,PSE,measles,15,0.719520375649841
36,Exposure protected,9497.5,PSE,measles,15,0.0749490015348861
36,Susceptible,25300,PSE,measles,15,0.199653565552263
36,Vaccine and exposure protected,2111,PSE,measles,15,0.0166588409834319
36,Vaccine protected,89811,PSE,measles,15,0.708738591929419
37,Exposure protected,10046,PSE,measles,15,0.0824050529078829
37,Susceptible,24423.5,PSE,measles,15,0.20034041506029
37,Vaccine and exposure protected,2265.5,PSE,measles,15,0.0185833811828398
37,Vaccine protected,85175,PSE,measles,15,0.698671150848987
38,Exposure protected,10639.5,PSE,measles,15,0.0899210196035345
38,Susceptible,23901,PSE,measles,15,0.20200218896979
38,Vaccine and exposure protected,2479,PSE,measles,15,0.0209515679869507
38,Vaccine protected,81301,PSE,measles,15,0.687125223439725
39,Exposure protected,11307,PSE,measles,15,0.0991659431157418
39,Susceptible,23063.5,PSE,measles,15,0.202274142482525
39,Vaccine and exposure protected,2674,PSE,measles,15,0.0234518202787206
39,Vaccine protected,76976.5,PSE,measles,15,0.675108094123012
40,Exposure protected,11996,PSE,measles,15,0.109148313778655
40,Susceptible,22157.5,PSE,measles,15,0.201605015217619
40,Vaccine and exposure protected,2891,PSE,measles,15,0.0263044160665299
40,Vaccine protected,72861,PSE,measles,15,0.662942254937196
41,Exposure protected,12648,PSE,measles,15,0.11964752791823
41,Susceptible,21027,PSE,measles,15,0.19891117722459
41,Vaccine and exposure protected,3074,PSE,measles,15,0.029079419735977
41,Vaccine protected,68961.5,PSE,measles,15,0.652361875121204
42,Exposure protected,13351,PSE,measles,15,0.131694590075805
42,Susceptible,19709,PSE,measles,15,0.194410057359302
42,Vaccine and exposure protected,3153,PSE,measles,15,0.0311012690067421
42,Vaccine protected,65165.5,PSE,measles,15,0.642794083558151
43,Exposure protected,14273,PSE,measles,15,0.145478080949129
43,Susceptible,18773.5,PSE,measles,15,0.1913495938274
43,Vaccine and exposure protected,3191.5,PSE,measles,15,0.0325294819133431
43,Vaccine protected,61873,PSE,measles,15,0.630642843310128
44,Exposure protected,14970.5,PSE,measles,15,0.159620633769779
44,Susceptible,17678.5,PSE,measles,15,0.188494263658464
44,Vaccine and exposure protected,3237,PSE,measles,15,0.0345140103211498
44,Vaccine protected,57902,PSE,measles,15,0.617371092250608
45,Exposure protected,15831,PSE,measles,15,0.176008538598803
45,Susceptible,16605.5,PSE,measles,15,0.184619404188138
45,Vaccine and exposure protected,3303,PSE,measles,15,0.0367226456314727
45,Vaccine protected,54205,PSE,measles,15,0.602649411581587
46,Exposure protected,16608,PSE,measles,15,0.193714315707212
46,Susceptible,15597,PSE,measles,15,0.181922096705527
46,Vaccine and exposure protected,3285.5,PSE,measles,15,0.038321795776496
46,Vaccine protected,50244,PSE,measles,15,0.586041791810765
47,Exposure protected,17763.5,PSE,measles,15,0.217839448641224
47,Susceptible,14310.5,PSE,measles,15,0.175494211713921
47,Vaccine and exposure protected,3146.5,PSE,measles,15,0.0385865299715491
47,Vaccine protected,46323.5,PSE,measles,15,0.568079809673305
48,Exposure protected,18847.5,PSE,measles,15,0.243411833838087
48,Susceptible,13339,PSE,measles,15,0.172270616875779
48,Vaccine and exposure protected,2980.5,PSE,measles,15,0.0384925836718089
48,Vaccine protected,42263.5,PSE,measles,15,0.545824965614325
49,Exposure protected,19887.5,PSE,measles,15,0.271192565471442
49,Susceptible,12139,PSE,measles,15,0.165531441973996
49,Vaccine and exposure protected,2982.5,PSE,measles,15,0.0406703621128134
49,Vaccine protected,38324.5,PSE,measles,15,0.522605630441749
50,Exposure protected,21069,PSE,measles,15,0.301835164677736
50,Susceptible,11103,PSE,measles,15,0.159061931435612
50,Vaccine and exposure protected,2870,PSE,measles,15,0.0411157113591106
50,Vaccine protected,34761,PSE,measles,15,0.497987192527542
51,Exposure protected,22397.5,PSE,measles,15,0.338284825325862
51,Susceptible,9948,PSE,measles,15,0.150251476385386
51,Vaccine and exposure protected,2733.5,PSE,measles,15,0.0412859278949992
51,Vaccine protected,31130,PSE,measles,15,0.470177770393753
52,Exposure protected,23529,PSE,measles,15,0.374638759961468
52,Susceptible,8863.5,PSE,measles,15,0.141128422326426
52,Vaccine and exposure protected,2603,PSE,measles,15,0.0414460747239449
52,Vaccine protected,27809,PSE,measles,15,0.442786742988162
53,Exposure protected,24653.5,PSE,measles,15,0.414612816696518
53,Susceptible,7745.5,PSE,measles,15,0.130260756960386
53,Vaccine and exposure protected,2402.5,PSE,measles,15,0.0404042952162324
53,Vaccine protected,24660,PSE,measles,15,0.414722131126864
54,Exposure protected,25873,PSE,measles,15,0.461387568767666
54,Susceptible,6639.5,PSE,measles,15,0.118400756109957
54,Vaccine and exposure protected,2181.5,PSE,measles,15,0.0389022139398857
54,Vaccine protected,21382.5,PSE,measles,15,0.381309461182492
55,Exposure protected,27034.5,PSE,measles,15,0.508372744624237
55,Susceptible,5698.5,PSE,measles,15,0.10715796797578
55,Vaccine and exposure protected,1914,PSE,measles,15,0.0359919892437733
55,Vaccine protected,18531.5,PSE,measles,15,0.34847729815621
56,Exposure protected,28146.5,PSE,measles,15,0.557593827074893
56,Susceptible,4846.5,PSE,measles,15,0.0960111730736848
56,Vaccine and exposure protected,1734,PSE,measles,15,0.0343512584565706
56,Vaccine protected,15751.5,PSE,measles,15,0.312043741394851
57,Exposure protected,29329,PSE,measles,15,0.605508185890951
57,Susceptible,4058,PSE,measles,15,0.0837789293308834
57,Vaccine and exposure protected,1538,PSE,measles,15,0.0317525858331441
57,Vaccine protected,13512,PSE,measles,15,0.278960298945021
58,Exposure protected,30336.5,PSE,measles,15,0.654784645104197
58,Susceptible,3483,PSE,measles,15,0.0751772590410205
58,Vaccine and exposure protected,1276,PSE,measles,15,0.0275412525226363
58,Vaccine protected,11235,PSE,measles,15,0.242496843332146
59,Exposure protected,30951.5,PSE,measles,15,0.698498132538957
59,Susceptible,2920,PSE,measles,15,0.0658971147444794
59,Vaccine and exposure protected,1112.5,PSE,measles,15,0.0251063493675457
59,Vaccine protected,9327.5,PSE,measles,15,0.210498403349018
60,Exposure protected,31209.5,PSE,measles,15,0.737551695616212
60,Susceptible,2429,PSE,measles,15,0.0574028122415219
60,Vaccine and exposure protected,931,PSE,measles,15,0.0220016542597188
60,Vaccine protected,7745.5,PSE,measles,15,0.183043837882548
61,Exposure protected,31370.5,PSE,measles,15,0.777007195313758
61,Susceptible,1914,PSE,measles,15,0.0474073340186013
61,Vaccine and exposure protected,835.5,PSE,measles,15,0.0206942672792797
61,Vaccine protected,6253.5,PSE,measles,15,0.154891203388361
62,Exposure protected,31491,PSE,measles,15,0.813332128052481
62,Susceptible,1480.5,PSE,measles,15,0.0382375350284748
62,Vaccine and exposure protected,702.5,PSE,measles,15,0.0181437813964901
62,Vaccine protected,5044.5,PSE,measles,15,0.130286555522554
63,Exposure protected,31382.5,PSE,measles,15,0.845058096481898
63,Susceptible,1179,PSE,measles,15,0.0317477414403619
63,Vaccine and exposure protected,560.5,PSE,measles,15,0.0150929678348794
63,Vaccine protected,4014.5,PSE,measles,15,0.108101194242861
64,Exposure protected,31225.5,PSE,measles,15,0.873074234586887
64,Susceptible,970,PSE,measles,15,0.0271214874877674
64,Vaccine and exposure protected,423,PSE,measles,15,0.0118272053683769
64,Vaccine protected,3146.5,PSE,measles,15,0.0879770725569691
65,Exposure protected,31109,PSE,measles,15,0.899728135122629
65,Susceptible,746.5,PSE,measles,15,0.0215901203146691
65,Vaccine and exposure protected,320.5,PSE,measles,15,0.00926943544655252
65,Vaccine protected,2400,PSE,measles,15,0.0694123091161499
66,Exposure protected,30540,PSE,measles,15,0.918482428835657
66,Susceptible,610,PSE,measles,15,0.0183455887881385
66,Vaccine and exposure protected,257,PSE,measles,15,0.00772920707959279
66,Vaccine protected,1843.5,PSE,measles,15,0.0554427752966121
67,Exposure protected,29744.5,PSE,measles,15,0.936362777812756
67,Susceptible,469,PSE,measles,15,0.0147642133098281
67,Vaccine and exposure protected,185,PSE,measles,15,0.00582383680664862
67,Vaccine protected,1367.5,PSE,measles,15,0.0430491720707675
68,Exposure protected,28945,PSE,measles,15,0.950840135998555
68,Susceptible,344.5,PSE,measles,15,0.0113167879375195
68,Vaccine and exposure protected,140,PSE,measles,15,0.00459898493832433
68,Vaccine protected,1012,PSE,measles,15,0.0332440911256016
69,Exposure protected,27799,PSE,measles,15,0.960192045317168
69,Susceptible,274,PSE,measles,15,0.00946410375973611
69,Vaccine and exposure protected,103.5,PSE,measles,15,0.00357494430340397
69,Vaccine protected,775,PSE,measles,15,0.0267689066196916
70,Exposure protected,26431.5,PSE,measles,15,0.970159114683698
70,Susceptible,196,PSE,measles,15,0.00719411257317991
70,Vaccine and exposure protected,71,PSE,measles,15,0.00260603057497844
70,Vaccine protected,546,PSE,measles,15,0.020040742168144
71,Exposure protected,25525.5,PSE,measles,15,0.978569648641914
71,Susceptible,135,PSE,measles,15,0.00517548735839292
71,Vaccine and exposure protected,53.5,PSE,measles,15,0.00205102647165941
71,Vaccine protected,370.5,PSE,measles,15,0.0142038375280339
72,Exposure protected,24317.5,PSE,measles,15,0.98331985442782
72,Susceptible,106,PSE,measles,15,0.00428629195309341
72,Vaccine and exposure protected,29,PSE,measles,15,0.00117266477961989
72,Vaccine protected,277.5,PSE,measles,15,0.0112211888394662
73,Exposure protected,22910,PSE,measles,15,0.987606423105938
73,Susceptible,73.5,PSE,measles,15,0.00316844487552538
73,Vaccine and exposure protected,22,PSE,measles,15,0.000948378057980386
73,Vaccine protected,192,PSE,measles,15,0.00827675396055609
74,Exposure protected,21619,PSE,measles,15,0.990879090659089
74,Susceptible,59,PSE,measles,15,0.00270418920157668
74,Vaccine and exposure protected,16,PSE,measles,15,0.000733339444495371
74,Vaccine protected,124,PSE,measles,15,0.00568338069483912
75,Exposure protected,20361.5,PSE,measles,15,0.994068251720939
75,Susceptible,31,PSE,measles,15,0.00151345017819655
75,Vaccine and exposure protected,7.5,PSE,measles,15,0.000366157301176585
75,Vaccine protected,83,PSE,measles,15,0.00405214079968755
76,Exposure protected,19034,PSE,measles,15,0.995632274094416
76,Susceptible,23,PSE,measles,15,0.00120308617758598
76,Vaccine and exposure protected,1,PSE,measles,15,0.0000523080946776514
76,Vaccine protected,59.5,PSE,measles,15,0.00311233163332026
77,Exposure protected,17882.5,PSE,measles,15,0.996767091218194
77,Susceptible,15,PSE,measles,15,0.000836097098743067
77,Vaccine and exposure protected,0.5,PSE,measles,15,0.0000278699032914356
77,Vaccine protected,42.5,PSE,measles,15,0.00236894177977202
78,Exposure protected,16622.5,PSE,measles,15,0.997689214332873
78,Susceptible,8,PSE,measles,15,0.000480163255506872
78,Vaccine and exposure protected,0,PSE,measles,15,0
78,Vaccine protected,30.5,PSE,measles,15,0.00183062241161995
79,Exposure protected,15390.5,PSE,measles,15,0.998507801602491
79,Susceptible,5,PSE,measles,15,0.000324390955980147
79,Vaccine and exposure protected,0,PSE,measles,15,0
79,Vaccine protected,18,PSE,measles,15,0.00116780744152853
80,Exposure protected,13916.5,PSE,measles,15,0.999425473087005
80,Susceptible,1,PSE,measles,15,0.0000718158641243851
80,Vaccine and exposure protected,0,PSE,measles,15,0
80,Vaccine protected,7,PSE,measles,15,0.000502711048870696
81,Exposure protected,12532.5,PSE,measles,15,0.999720804084237
81,Susceptible,0,PSE,measles,15,0
81,Vaccine and exposure protected,0,PSE,measles,15,0
81,Vaccine protected,3.5,PSE,measles,15,0.000279195915762604
82,Exposure protected,11226.5,PSE,measles,15,0.999732846520326
82,Susceptible,0,PSE,measles,15,0
82,Vaccine and exposure protected,0,PSE,measles,15,0
82,Vaccine protected,3,PSE,measles,15,0.000267153479674073
83,Exposure protected,9830,PSE,measles,15,0.999949137887188
83,Susceptible,0,PSE,measles,15,0
83,Vaccine and exposure protected,0,PSE,measles,15,0
83,Vaccine protected,0.5,PSE,measles,15,0.0000508621128121662
84,Exposure protected,8577,PSE,measles,15,0.999941707956864
84,Susceptible,0,PSE,measles,15,0
84,Vaccine and exposure protected,0,PSE,measles,15,0
84,Vaccine protected,0.5,PSE,measles,15,0.0000582920431361119
85,Exposure protected,7237,PSE,measles,15,1
85,Susceptible,0,PSE,measles,15,0
85,Vaccine and exposure protected,0,PSE,measles,15,0
85,Vaccine protected,0,PSE,measles,15,0
86,Exposure protected,6074.5,PSE,measles,15,1
86,Susceptible,0,PSE,measles,15,0
86,Vaccine and exposure protected,0,PSE,measles,15,0
86,Vaccine protected,0,PSE,measles,15,0
87,Exposure protected,5070.5,PSE,measles,15,1
87,Susceptible,0,PSE,measles,15,0
87,Vaccine and exposure protected,0,PSE,measles,15,0
87,Vaccine protected,0,PSE,measles,15,0
88,Exposure protected,4244.5,PSE,measles,15,1
88,Susceptible,0,PSE,measles,15,0
88,Vaccine and exposure protected,0,PSE,measles,15,0
88,Vaccine protected,0,PSE,measles,15,0
89,Exposure protected,3461.5,PSE,measles,15,1
89,Susceptible,0,PSE,measles,15,0
89,Vaccine and exposure protected,0,PSE,measles,15,0
89,Vaccine protected,0,PSE,measles,15,0
90,Exposure protected,2729.5,PSE,measles,15,1
90,Susceptible,0,PSE,measles,15,0
90,Vaccine and exposure protected,0,PSE,measles,15,0
90,Vaccine protected,0,PSE,measles,15,0
91,Exposure protected,2118,PSE,measles,15,1
91,Susceptible,0,PSE,measles,15,0
91,Vaccine and exposure protected,0,PSE,measles,15,0
91,Vaccine protected,0,PSE,measles,15,0
92,Exposure protected,1643,PSE,measles,15,1
92,Susceptible,0,PSE,measles,15,0
92,Vaccine and exposure protected,0,PSE,measles,15,0
92,Vaccine protected,0,PSE,measles,15,0
93,Exposure protected,1304,PSE,measles,15,1
93,Susceptible,0,PSE,measles,15,0
93,Vaccine and exposure protected,0,PSE,measles,15,0
93,Vaccine protected,0,PSE,measles,15,0
94,Exposure protected,974,PSE,measles,15,1
94,Susceptible,0,PSE,measles,15,0
94,Vaccine and exposure protected,0,PSE,measles,15,0
94,Vaccine protected,0,PSE,measles,15,0
95,Exposure protected,701,PSE,measles,15,1
95,Susceptible,0,PSE,measles,15,0
95,Vaccine and exposure protected,0,PSE,measles,15,0
95,Vaccine protected,0,PSE,measles,15,0
96,Exposure protected,473,PSE,measles,15,1
96,Susceptible,0,PSE,measles,15,0
96,Vaccine and exposure protected,0,PSE,measles,15,0
96,Vaccine protected,0,PSE,measles,15,0
97,Exposure protected,326,PSE,measles,15,1
97,Susceptible,0,PSE,measles,15,0
97,Vaccine and exposure protected,0,PSE,measles,15,0
97,Vaccine protected,0,PSE,measles,15,0
98,Exposure protected,222.5,PSE,measles,15,1
98,Susceptible,0,PSE,measles,15,0
98,Vaccine and exposure protected,0,PSE,measles,15,0
98,Vaccine protected,0,PSE,measles,15,0
99,Exposure protected,138.5,PSE,measles,15,1
99,Susceptible,0,PSE,measles,15,0
99,Vaccine and exposure protected,0,PSE,measles,15,0
99,Vaccine protected,0,PSE,measles,15,0
100,Exposure protected,82,PSE,measles,15,1
100,Susceptible,0,PSE,measles,15,0
100,Vaccine and exposure protected,0,PSE,measles,15,0
100,Vaccine protected,0,PSE,measles,15,0
101,Exposure protected,144,PSE,measles,15,1
101,Susceptible,0,PSE,measles,15,0
101,Vaccine and exposure protected,0,PSE,measles,15,0
101,Vaccine protected,0,PSE,measles,15,0
1,Exposure protected,0.5,PSE,measles,16,0.00000301245650765917
1,Susceptible,165977,PSE,measles,16,0.999996987543492
1,Vaccine and exposure protected,0,PSE,measles,16,0
1,Vaccine protected,0,PSE,measles,16,0
2,Exposure protected,1,PSE,measles,16,0.00000410504818300305
2,Susceptible,13331.5,PSE,measles,16,0.0547264498517051
2,Vaccine and exposure protected,0,PSE,measles,16,0
2,Vaccine protected,230270,PSE,measles,16,0.945269445100112
3,Exposure protected,9,PSE,measles,16,0.0000346032734696702
3,Susceptible,7257.5,PSE,measles,16,0.0279036952451257
3,Vaccine and exposure protected,0,PSE,measles,16,0
3,Vaccine protected,252824.5,PSE,measles,16,0.972061701481405
4,Exposure protected,13.5,PSE,measles,16,0.0000517341477948799
4,Susceptible,4202.5,PSE,measles,16,0.0161046486005913
4,Vaccine and exposure protected,0,PSE,measles,16,0
4,Vaccine protected,256733.5,PSE,measles,16,0.983843617251614
5,Exposure protected,24,PSE,measles,16,0.0000926555068256223
5,Susceptible,3146.5,PSE,measles,16,0.0121475230094509
5,Vaccine and exposure protected,0,PSE,measles,16,0
5,Vaccine protected,255853.5,PSE,measles,16,0.987759821483723
6,Exposure protected,24,PSE,measles,16,0.0000935464633590196
6,Susceptible,3197,PSE,measles,16,0.0124611684732827
6,Vaccine and exposure protected,0,PSE,measles,16,0
6,Vaccine protected,253336,PSE,measles,16,0.987445285063358
7,Exposure protected,28,PSE,measles,16,0.000110247288605746
7,Susceptible,3847.5,PSE,measles,16,0.0151491586753788
7,Vaccine and exposure protected,0,PSE,measles,16,0
7,Vaccine protected,250099,PSE,measles,16,0.984740594036015
8,Exposure protected,27,PSE,measles,16,0.000108162676665705
8,Susceptible,4759,PSE,measles,16,0.019064673268596
8,Vaccine and exposure protected,0,PSE,measles,16,0
8,Vaccine protected,244838,PSE,measles,16,0.980827164054738
9,Exposure protected,27,PSE,measles,16,0.000109984113405841
9,Susceptible,5979,PSE,measles,16,0.0243553708908713
9,Vaccine and exposure protected,0,PSE,measles,16,0
9,Vaccine protected,239484,PSE,measles,16,0.975534644995723
10,Exposure protected,25,PSE,measles,16,0.000103860278844077
10,Susceptible,6955.5,PSE,measles,16,0.028896006779999
10,Vaccine and exposure protected,0,PSE,measles,16,0
10,Vaccine protected,233727.5,PSE,measles,16,0.971000132941157
11,Exposure protected,29,PSE,measles,16,0.000123074572581107
11,Susceptible,8040,PSE,measles,16,0.0341213642604173
11,Vaccine and exposure protected,0,PSE,measles,16,0
11,Vaccine protected,227560.5,PSE,measles,16,0.965755561167002
12,Exposure protected,35,PSE,measles,16,0.000152138524299782
12,Susceptible,9252,PSE,measles,16,0.0402167321949025
12,Vaccine and exposure protected,0,PSE,measles,16,0
12,Vaccine protected,220766.5,PSE,measles,16,0.959631129280798
13,Exposure protected,40,PSE,measles,16,0.000178146739469301
13,Susceptible,10364.5,PSE,measles,16,0.0461600470307392
13,Vaccine and exposure protected,0,PSE,measles,16,0
13,Vaccine protected,214129.5,PSE,measles,16,0.953661806229792
14,Exposure protected,45.5,PSE,measles,16,0.000207104362391669
14,Susceptible,11399.5,PSE,measles,16,0.0518876083315126
14,Vaccine and exposure protected,0.5,PSE,measles,16,0.00000227587211419416
14,Vaccine protected,208250.5,PSE,measles,16,0.947903011433981
15,Exposure protected,57,PSE,measles,16,0.000265810477129806
15,Susceptible,12262.5,PSE,measles,16,0.0571842276456886
15,Vaccine and exposure protected,0.5,PSE,measles,16,0.00000233167085201585
15,Vaccine protected,202118.5,PSE,measles,16,0.94254763020633
16,Exposure protected,66,PSE,measles,16,0.000314549336586854
16,Susceptible,13293.5,PSE,measles,16,0.0633554788775355
16,Vaccine and exposure protected,5,PSE,measles,16,0.0000238294951959738
16,Vaccine protected,196459.5,PSE,measles,16,0.936306142290682
17,Exposure protected,103,PSE,measles,16,0.000502209967648902
17,Susceptible,14197.5,PSE,measles,16,0.069224524424226
17,Vaccine and exposure protected,3.5,PSE,measles,16,0.0000170653872502054
17,Vaccine protected,190789.5,PSE,measles,16,0.930256200220875
18,Exposure protected,170.5,PSE,measles,16,0.000848991542450822
18,Susceptible,15096.5,PSE,measles,16,0.0751718523202864
18,Vaccine and exposure protected,9.5,PSE,measles,16,0.0000473045140955003
18,Vaccine protected,185550,PSE,measles,16,0.923931851623167
19,Exposure protected,264,PSE,measles,16,0.00133822325517738
19,Susceptible,16361.5,PSE,measles,16,0.0829368931423662
19,Vaccine and exposure protected,20,PSE,measles,16,0.00010138054963465
19,Vaccine protected,180631,PSE,measles,16,0.915623503052822
20,Exposure protected,413,PSE,measles,16,0.00213811276603455
20,Susceptible,17561.5,PSE,measles,16,0.0909163858128711
20,Vaccine and exposure protected,34.5,PSE,measles,16,0.000178607482876978
20,Vaccine protected,175152,PSE,measles,16,0.906766893938217
21,Exposure protected,571.5,PSE,measles,16,0.00302404152699546
21,Susceptible,18701,PSE,measles,16,0.098954681708385
21,Vaccine and exposure protected,44.5,PSE,measles,16,0.000235467800439716
21,Vaccine protected,169668.5,PSE,measles,16,0.89778580896418
22,Exposure protected,847.5,PSE,measles,16,0.00456334569968609
22,Susceptible,20110.5,PSE,measles,16,0.108284558930427
22,Vaccine and exposure protected,75,PSE,measles,16,0.000403835902627087
22,Vaccine protected,164686,PSE,measles,16,0.88674825946726
23,Exposure protected,1145.5,PSE,measles,16,0.00627908633949274
23,Susceptible,21612,PSE,measles,16,0.118466707960818
23,Vaccine and exposure protected,120.5,PSE,measles,16,0.000660523704852794
23,Vaccine protected,159553,PSE,measles,16,0.874593681994836
24,Exposure protected,1655.5,PSE,measles,16,0.00926394838377536
24,Susceptible,22929.5,PSE,measles,16,0.128310301700862
24,Vaccine and exposure protected,173,PSE,measles,16,0.00096808400506985
24,Vaccine protected,153945.5,PSE,measles,16,0.861457665910293
25,Exposure protected,2209.5,PSE,measles,16,0.0126580828117615
25,Susceptible,24509,PSE,measles,16,0.140410478222884
25,Vaccine and exposure protected,245,PSE,measles,16,0.00140358917804099
25,Vaccine protected,147589,PSE,measles,16,0.845527849787313
26,Exposure protected,2820.5,PSE,measles,16,0.0164736803679638
26,Susceptible,25954,PSE,measles,16,0.151589399138497
26,Vaccine and exposure protected,362,PSE,measles,16,0.00211433160546105
26,Vaccine protected,142076,PSE,measles,16,0.829822588888078
27,Exposure protected,3316,PSE,measles,16,0.0198286223412843
27,Susceptible,27384.5,PSE,measles,16,0.1637505755443
27,Vaccine and exposure protected,492.5,PSE,measles,16,0.00294499291407796
27,Vaccine protected,136040,PSE,measles,16,0.813475809200337
28,Exposure protected,4063.5,PSE,measles,16,0.0247874144472776
28,Susceptible,28005.5,PSE,measles,16,0.170833994168385
28,Vaccine and exposure protected,661,PSE,measles,16,0.00403211048348726
28,Vaccine protected,131204,PSE,measles,16,0.80034648090085
29,Exposure protected,4780.5,PSE,measles,16,0.0299081265894851
29,Susceptible,28670.5,PSE,measles,16,0.179370556089077
29,Vaccine and exposure protected,805,PSE,measles,16,0.00503630204048436
29,Vaccine protected,125583.5,PSE,measles,16,0.785685015280954
30,Exposure protected,5492.5,PSE,measles,16,0.0353459787312772
30,Susceptible,28946,PSE,measles,16,0.186276686455267
30,Vaccine and exposure protected,986,PSE,measles,16,0.00634522258152742
30,Vaccine protected,119968,PSE,measles,16,0.772032112231929
31,Exposure protected,6346,PSE,measles,16,0.0419093658781419
31,Susceptible,28776,PSE,measles,16,0.190038435630225
31,Vaccine and exposure protected,1159,PSE,measles,16,0.00765410574421154
31,Vaccine protected,115141,PSE,measles,16,0.760398092747421
32,Exposure protected,7133,PSE,measles,16,0.0483345812821234
32,Susceptible,28779.5,PSE,measles,16,0.195015432778476
32,Vaccine and exposure protected,1378,PSE,measles,16,0.00933759329970083
32,Vaccine protected,110285,PSE,measles,16,0.7473123926397
33,Exposure protected,7858,PSE,measles,16,0.0550804687938092
33,Susceptible,28064.5,PSE,measles,16,0.196717462008636
33,Vaccine and exposure protected,1612.5,PSE,measles,16,0.0113027813603993
33,Vaccine protected,105129,PSE,measles,16,0.736899287837156
34,Exposure protected,8586,PSE,measles,16,0.0620808584019927
34,Susceptible,27523.5,PSE,measles,16,0.199007978829169
34,Vaccine and exposure protected,1870,PSE,measles,16,0.0135209882613238
34,Vaccine protected,100324,PSE,measles,16,0.725390174507514
35,Exposure protected,9498.5,PSE,measles,16,0.0708692554195563
35,Susceptible,26681,PSE,measles,16,0.199069600868472
35,Vaccine and exposure protected,2080,PSE,measles,16,0.0155190873582857
35,Vaccine protected,95769,PSE,measles,16,0.714542056353686
36,Exposure protected,10085.5,PSE,measles,16,0.077626150672701
36,Susceptible,26023,PSE,measles,16,0.200294018041316
36,Vaccine and exposure protected,2283.5,PSE,measles,16,0.0175756596163911
36,Vaccine protected,91532,PSE,measles,16,0.704504171669592
37,Exposure protected,10767.5,PSE,measles,16,0.0859149029542598
37,Susceptible,25082.5,PSE,measles,16,0.200135644611119
37,Vaccine and exposure protected,2527.5,PSE,measles,16,0.0201671620354671
37,Vaccine protected,86950,PSE,measles,16,0.693782290399154
38,Exposure protected,11436,PSE,measles,16,0.0947429901702905
38,Susceptible,24120.5,PSE,measles,16,0.199829336691369
38,Vaccine and exposure protected,2719,PSE,measles,16,0.0225258998140101
38,Vaccine protected,82430,PSE,measles,16,0.682901773324331
39,Exposure protected,12052,PSE,measles,16,0.103381427027398
39,Susceptible,23387,PSE,measles,16,0.20061246547376
39,Vaccine and exposure protected,2775,PSE,measles,16,0.0238038051776493
39,Vaccine protected,78364,PSE,measles,16,0.672202302321193
40,Exposure protected,12720,PSE,measles,16,0.113948373861748
40,Susceptible,22271.5,PSE,measles,16,0.19951267362122
40,Vaccine and exposure protected,2938.5,PSE,measles,16,0.0263236868390524
40,Vaccine protected,73699.5,PSE,measles,16,0.660215265677979
41,Exposure protected,13341,PSE,measles,16,0.124294259041869
41,Susceptible,21098.5,PSE,measles,16,0.196568654853075
41,Vaccine and exposure protected,3124.5,PSE,measles,16,0.0291100676393314
41,Vaccine protected,69770,PSE,measles,16,0.650027018465724
42,Exposure protected,14127.5,PSE,measles,16,0.137065711984942
42,Susceptible,20020.5,PSE,measles,16,0.194239892889368
42,Vaccine and exposure protected,3185,PSE,measles,16,0.0309010293875096
42,Vaccine protected,65738,PSE,measles,16,0.637793365738181
43,Exposure protected,14950,PSE,measles,16,0.151167376159034
43,Susceptible,18914.5,PSE,measles,16,0.191254537549167
43,Vaccine and exposure protected,3303.5,PSE,measles,16,0.0334034399425665
43,Vaccine protected,61729,PSE,measles,16,0.624174646349232
44,Exposure protected,15582,PSE,measles,16,0.164445148013297
44,Susceptible,17918.5,PSE,measles,16,0.189103477389056
44,Vaccine and exposure protected,3349,PSE,measles,16,0.0353437813308005
44,Vaccine protected,57905.5,PSE,measles,16,0.611107593266846
45,Exposure protected,16472,PSE,measles,16,0.181618713166585
45,Susceptible,16833.5,PSE,measles,16,0.185604577955907
45,Vaccine and exposure protected,3264,PSE,measles,16,0.0359885551102315
45,Vaccine protected,54126,PSE,measles,16,0.596788153767276
46,Exposure protected,17262.5,PSE,measles,16,0.199076263074741
46,Susceptible,15779.5,PSE,measles,16,0.181973867816821
46,Vaccine and exposure protected,3368.5,PSE,measles,16,0.0388465397345265
46,Vaccine protected,50302.5,PSE,measles,16,0.580103329373912
47,Exposure protected,18296,PSE,measles,16,0.220409835078124
47,Susceptible,14727,PSE,measles,16,0.177414497223193
47,Vaccine and exposure protected,3337.5,PSE,measles,16,0.0402064836343047
47,Vaccine protected,46648.5,PSE,measles,16,0.561969184064379
48,Exposure protected,19544,PSE,measles,16,0.246998458155347
48,Susceptible,13561.5,PSE,measles,16,0.171391198847408
48,Vaccine and exposure protected,3321,PSE,measles,16,0.0419710335414402
48,Vaccine protected,42699.5,PSE,measles,16,0.539639309455805
49,Exposure protected,20399,PSE,measles,16,0.273305822771243
49,Susceptible,12317.5,PSE,measles,16,0.165029877542271
49,Vaccine and exposure protected,3208,PSE,measles,16,0.0429807872665398
49,Vaccine protected,38713.5,PSE,measles,16,0.518683512419947
50,Exposure protected,21567,PSE,measles,16,0.303781956475808
50,Susceptible,11148,PSE,measles,16,0.157025142615677
50,Vaccine and exposure protected,3084.5,PSE,measles,16,0.0434467216001127
50,Vaccine protected,35195.5,PSE,measles,16,0.495746179308402
